origin_id,school_id,cci_cost
nta_QN52,school_K036,5935.27883592686
nta_QN52,school_M468,6675.808781141322
nta_QN52,school_M432,3917.1813513396505
nta_QN52,school_K473,5593.676248503093
nta_QN52,school_R047,8988.413754401196
nta_QN52,school_X564,6012.785905957614
nta_QN52,school_M555,5268.0225656010925
nta_QN52,school_M313,5134.752009888618
nta_QN52,school_M509,5170.900136738392
nta_QN52,school_K751,5979.332938331368
nta_QN52,school_Q721,3205.2773652746646
nta_QN52,school_M692,5903.931805529054
nta_QN52,school_X439,5344.719686725675
nta_QN52,school_K548,6149.821583337402
nta_QN52,school_X465,4835.865867896175
nta_QN52,school_K629,7314.758369736842
nta_QN52,school_M475,5643.548293545549
nta_QN52,school_M565,4752.024973778291
nta_QN52,school_X438,5344.719686725675
nta_QN52,school_X393,5441.003106835455
nta_QN52,school_R450,9076.158769180249
nta_QN52,school_M416,5185.2868665318465
nta_QN52,school_Q302,
nta_QN52,school_Q585,3900.4552972262773
nta_QN52,school_X461,6016.462224207466
nta_QN52,school_Q338,2271.4413560509943
nta_QN52,school_K712,5056.808315315799
nta_QN52,school_M546,4915.193032360526
nta_QN52,school_K425,7237.05317120212
nta_QN52,school_X248,5561.592287128423
nta_QN52,school_K738,8122.6497579205325
nta_QN52,school_X305,4080.312121031395
nta_QN52,school_X321,5709.741426118139
nta_QN52,school_X495,5790.609745535344
nta_QN52,school_K600,6149.821583337402
nta_QN52,school_Q315,2747.7495387587633
nta_QN52,school_K652,6485.909741150383
nta_QN52,school_Q445,3899.7951625253204
nta_QN52,school_K535,8158.932719124745
nta_QN52,school_Q496,3305.293526691232
nta_QN52,school_Q650,4447.327607751317
nta_QN52,school_Q177,1645.4244641959597
nta_QN52,school_M035,4591.9233954913425
nta_QN52,school_X509,5153.210385435793
nta_QN52,school_K122,5979.332938331368
nta_QN52,school_K445,7077.839144633097
nta_QN52,school_K576,7564.7785466956075
nta_QN52,school_X213,
nta_QN52,school_X519,4930.279518232674
nta_QN52,school_X514,5833.770722693314
nta_QN52,school_R037,9030.920343416317
nta_QN52,school_K449,
nta_QN52,school_X312,4080.312121031395
nta_QN52,school_M479,5198.218212377353
nta_QN52,school_Q575,3294.701595873949
nta_QN52,school_Q525,2101.3614662237965
nta_QN52,school_X334,5781.6505679942975
nta_QN52,school_K595,5354.123633942736
nta_QN52,school_X479,5758.196154460334
